customerID,MonthlyCharges,tenure,contract,InternetService,churn,risk_score,category
0581-BXBUB,72.7500,4,Month-to-month,"Fiber optic",No,90,High
0581-MDMPW,88.9500,24,Month-to-month,"Fiber optic",No,80,High
0582-AVCLN,20.3000,38,"Two year",No,No,0,"Too low"
0584-BJQGZ,78.3500,25,Month-to-month,DSL,No,45,Medium
0585-EGDDA,80.0000,40,Month-to-month,"Fiber optic",No,60,Medium
0587-DMGBH,49.8500,8,Month-to-month,DSL,Yes,60,Medium
0594-UFTUL,19.8500,13,Month-to-month,No,No,40,Medium
0595-ITUDF,91.8000,64,Month-to-month,"Fiber optic",No,65,Medium
0596-BQCEQ,100.1500,62,Month-to-month,"Fiber optic",Yes,70,Medium
0599-XNYDO,69.8000,20,Month-to-month,"Fiber optic",No,70,Medium
0601-WZHJF,46.3500,14,Month-to-month,DSL,Yes,55,Medium
0602-DDUML,69.7500,57,"Two year",DSL,No,20,Low
0603-OLQDC,69.8500,12,Month-to-month,DSL,No,70,Medium
0603-TPMIB,25.4500,59,"Two year",No,No,0,"Too low"
0604-THJFP,75.9500,59,"Two year",DSL,No,20,Low
0607-DAAHE,19.7500,53,"Two year",No,Yes,0,"Too low"
0607-MVMGC,78.7500,45,"One year",DSL,No,40,Medium
0608-JDVEC,19.8000,50,"Two year",No,No,0,"Too low"
0611-DFXKO,89.0000,20,Month-to-month,"Fiber optic",Yes,80,High
0612-RTZZA,25.2500,1,Month-to-month,DSL,Yes,75,Medium
0613-WUXUM,19.2000,70,"Two year",No,No,0,"Too low"
0616-ATFGB,25.0500,1,Month-to-month,DSL,Yes,75,Medium
0617-AQNWT,47.8500,64,"Two year",DSL,Yes,5,"Too low"
0617-FHSGK,75.2000,49,Month-to-month,"Fiber optic",Yes,60,Medium
0618-XWMSS,74.9000,28,Month-to-month,"Fiber optic",Yes,55,Medium
0619-OLYUR,111.9000,72,"Two year","Fiber optic",No,30,Low
0620-DLSLK,81.9000,13,Month-to-month,"Fiber optic",No,70,Medium
0620-XEFWH,18.8500,4,Month-to-month,No,No,60,Medium
0621-CXBKL,18.7000,53,"Two year",No,No,0,"Too low"
0621-HJWXJ,81.5500,63,Month-to-month,"Fiber optic",No,60,Medium
0621-JFHOL,29.6000,10,"Two year",DSL,No,30,Low
0621-TSSMU,19.9500,56,"One year",No,No,15,Low
0621-TWIEM,45.5500,10,Month-to-month,DSL,Yes,65,Medium
0623-EJQEG,93.5500,65,"One year","Fiber optic",No,45,Medium
0623-GDISB,48.4500,1,Month-to-month,DSL,No,70,Medium
0623-IIHUG,41.9000,21,Month-to-month,DSL,Yes,50,Medium
0625-AFOHS,20.2000,29,"Two year",No,No,0,"Too low"
0626-QXNGV,24.1500,72,"Two year",No,No,0,"Too low"
0628-CNQRM,67.5000,22,"One year",DSL,Yes,40,Medium
0634-SZPQA,90.0500,23,Month-to-month,"Fiber optic",Yes,75,Medium
0635-WKOLD,70.7500,40,"One year",DSL,No,35,Low
0637-KVDLV,76.5000,2,Month-to-month,"Fiber optic",Yes,90,High
0637-UBJRP,84.0500,13,Month-to-month,"Fiber optic",Yes,65,Medium
0637-YLETY,95.6000,16,Month-to-month,"Fiber optic",Yes,80,High
0639-TSIQW,102.9500,67,Month-to-month,"Fiber optic",Yes,65,Medium
0640-YJTPY,21.0000,72,"Two year",No,No,0,"Too low"
0641-EVBOJ,82.3000,3,Month-to-month,"Fiber optic",No,80,High
0643-OKLRP,80.3500,47,Month-to-month,"Fiber optic",Yes,55,Medium
0644-OQMDK,70.6500,4,Month-to-month,"Fiber optic",No,90,High
0650-BWOZN,73.5500,18,Month-to-month,"Fiber optic",No,70,Medium
0654-HMSHN,104.4000,21,Month-to-month,"Fiber optic",Yes,80,High
0654-PQKDW,70.7500,62,"One year",DSL,No,30,Low
0655-RBDUG,98.0500,7,Month-to-month,"Fiber optic",Yes,90,High
0655-YDGFJ,48.9500,29,Month-to-month,DSL,No,45,Medium
0657-DOGUM,60.6000,48,"One year",DSL,No,20,Low
0661-KBKPA,78.7500,53,"One year",DSL,No,35,Low
0661-KQHNK,19.0000,6,"One year",No,No,45,Medium
0661-WCQNQ,56.2500,22,"One year",DSL,No,30,Low
0661-XEYAN,25.8000,1,Month-to-month,DSL,Yes,75,Medium
0665-XHDJU,99.4000,72,"Two year","Fiber optic",No,40,Medium
0666-UXTJO,85.2000,34,Month-to-month,"Fiber optic",No,70,Medium
0667-NSRGI,69.5500,48,"One year",DSL,No,35,Low
0668-OGMHD,28.5000,21,Month-to-month,DSL,No,50,Medium
0670-ANMUU,97.6500,71,"One year","Fiber optic",No,45,Medium
0670-KDOMA,20.2500,1,Month-to-month,No,No,60,Medium
0673-IGUQO,20.4500,1,Month-to-month,No,No,60,Medium
0674-DGMAQ,93.5000,32,Month-to-month,"Fiber optic",No,70,Medium
0674-EYYZV,54.6500,1,Month-to-month,DSL,No,75,Medium
0674-GCDXG,71.9000,63,"Two year",DSL,No,15,Low
0675-NCDYU,116.4000,72,"Two year","Fiber optic",No,30,Low
0678-RLHVP,105.5500,53,"Two year","Fiber optic",No,40,Medium
0679-IDSTG,69.2500,1,Month-to-month,"Fiber optic",Yes,90,High
0679-TDGAK,75.5000,50,"One year",DSL,No,30,Low
0680-DFNNY,101.1000,15,Month-to-month,"Fiber optic",Yes,80,High
0682-USIXD,86.0500,21,Month-to-month,"Fiber optic",No,75,Medium
0684-AOSIH,95.0000,1,Month-to-month,"Fiber optic",Yes,95,High
0685-MLYYM,70.7500,2,Month-to-month,"Fiber optic",Yes,90,High
0687-ZVTHB,72.4500,65,"One year",DSL,Yes,35,Low
0689-DSXGL,85.8000,52,Month-to-month,"Fiber optic",No,65,Medium
0689-NKYLF,83.2000,13,Month-to-month,"Fiber optic",Yes,70,Medium
0690-SRQID,19.6500,4,Month-to-month,No,No,60,Medium
0691-IFBQW,110.0000,46,"One year","Fiber optic",Yes,50,Medium
0691-JVSYA,94.8500,53,"One year","Fiber optic",Yes,55,Medium
0691-NIKRI,105.9500,40,"One year","Fiber optic",No,50,Medium
0696-UKTOX,54.1500,23,Month-to-month,DSL,No,50,Medium
0697-ZMSWS,85.6500,4,Month-to-month,"Fiber optic",Yes,100,High
0699-NDKJM,58.7500,57,Month-to-month,DSL,No,40,Medium
0701-RFGFI,95.4000,49,Month-to-month,"Fiber optic",No,70,Medium
0701-TJSEF,68.2500,9,Month-to-month,DSL,No,65,Medium
0702-PGIBZ,101.7000,4,Month-to-month,"Fiber optic",Yes,100,High
0704-VCUMB,20.2500,61,"Two year",No,No,0,"Too low"
0707-HOVVN,75.5000,70,"Two year",DSL,No,20,Low
0708-LGSMF,65.8500,13,Month-to-month,DSL,No,60,Medium
0708-SJDIS,65.0000,34,Month-to-month,DSL,No,40,Medium
0709-TVGUR,74.5500,9,Month-to-month,"Fiber optic",Yes,80,High
0716-BQNDX,93.7500,57,"Two year","Fiber optic",No,30,Low
0719-SYFRB,61.6500,12,Month-to-month,DSL,Yes,55,Medium
0722-SVSFK,100.4000,7,Month-to-month,"Fiber optic",No,85,High
0722-TROQR,74.9000,4,Month-to-month,"Fiber optic",Yes,90,High
0723-DRCLG,74.4500,1,Month-to-month,"Fiber optic",Yes,90,High
0723-FDLAY,85.2500,44,"One year",DSL,No,45,Medium
0723-VSOBE,34.2000,45,"One year",DSL,No,30,Low
0725-CXOTM,89.6500,36,"One year",DSL,No,40,Medium
0727-BMPLR,100.0000,55,"One year","Fiber optic",Yes,55,Medium
0727-BNRLG,97.6500,69,"Two year","Fiber optic",No,35,Low
0727-IWKVK,79.9000,9,Month-to-month,"Fiber optic",Yes,80,High
0730-BGQGF,90.3000,71,"Two year",DSL,No,25,Low
0730-KOAVE,94.3000,30,Month-to-month,"Fiber optic",No,65,Medium
0731-EBJQB,20.4000,52,"One year",No,No,15,Low
0732-OCQOC,25.0500,52,"Two year",No,No,0,"Too low"
0733-VUNUW,55.6500,24,Month-to-month,DSL,Yes,50,Medium
0734-OXWBT,70.7000,3,Month-to-month,DSL,No,80,High
0739-UUAJR,53.8000,72,"Two year",DSL,No,10,Low
0742-LAFQK,99.1500,72,"Two year","Fiber optic",No,35,Low
0742-MOABM,50.0500,4,Month-to-month,DSL,Yes,70,Medium
0742-NXBGR,82.3000,1,Month-to-month,"Fiber optic",Yes,90,High
0743-HNPFG,69.7500,51,"One year",DSL,No,30,Low
0743-HRVFF,56.1500,51,"One year",DSL,No,25,Low
0744-BIKKF,86.6500,72,"Two year",DSL,No,25,Low
0744-GKNGE,86.8000,64,Month-to-month,"Fiber optic",No,60,Medium
0746-JTRFU,25.0500,2,Month-to-month,DSL,Yes,75,Medium
0748-RDGGM,109.5000,70,"One year","Fiber optic",Yes,45,Medium
0749-IRGQE,45.3000,13,Month-to-month,DSL,No,55,Medium
0750-EBAIU,91.2500,52,"One year","Fiber optic",No,50,Medium
0750-EKNGL,20.7500,7,Month-to-month,No,No,50,Medium
0754-EEBDC,19.9000,4,"Two year",No,No,30,Low
0754-UKWQP,95.8500,2,Month-to-month,"Fiber optic",Yes,100,High
0756-MPZRL,33.7000,46,"One year",DSL,No,25,Low
0757-WCUUZ,63.3500,54,"Two year",DSL,No,15,Low
0761-AETCS,19.3000,1,Month-to-month,No,Yes,60,Medium
0769-MURVM,65.7000,72,"Two year",DSL,No,15,Low
0771-CHWSK,74.6000,66,"Two year",DSL,No,20,Low
0771-WLCLA,112.9500,16,Month-to-month,"Fiber optic",No,70,Medium
0772-GYEQQ,88.3500,3,Month-to-month,"Fiber optic",Yes,95,High
0774-IFUVM,65.1500,11,Month-to-month,DSL,No,70,Medium
0774-RMNUW,59.7000,71,"Two year",DSL,No,5,"Too low"
0778-NELLA,34.7000,9,Month-to-month,DSL,Yes,65,Medium
0780-XNZFN,20.6500,57,"Two year",No,No,0,"Too low"
0781-LKXBR,100.5000,9,Month-to-month,"Fiber optic",Yes,90,High
0784-GTUUK,23.7500,62,"One year",No,No,15,Low
0784-ZQJZX,19.9000,72,"Two year",No,No,0,"Too low"
0786-IVLAW,108.1000,66,"One year","Fiber optic",No,55,Medium
0786-VSSUD,39.0000,16,Month-to-month,DSL,Yes,55,Medium
0787-LHDYT,20.6000,16,Month-to-month,No,No,40,Medium
0788-DXBFY,19.5500,58,"One year",No,No,15,Low
0793-TWELN,80.1500,4,Month-to-month,"Fiber optic",No,85,High
0794-YVSGE,20.3000,72,"Two year",No,No,0,"Too low"
0795-GMVQO,109.9000,67,"One year","Fiber optic",No,50,Medium
0795-LAFGP,90.4000,71,"Two year",DSL,No,25,Low
0795-XCCTE,25.4000,72,"Two year",No,No,0,"Too low"
0799-DDIHE,46.3000,15,Month-to-month,DSL,No,55,Medium
0804-XBFBV,25.2000,11,Month-to-month,DSL,No,65,Medium
0804-YGEQV,24.4500,43,"One year",No,No,15,Low
0807-ZABDG,55.1000,3,Month-to-month,DSL,Yes,65,Medium
0810-BDHAW,78.4000,24,"One year",DSL,No,45,Medium
0810-DHDBD,74.0000,52,"One year",DSL,No,30,Low
0811-GSDTP,30.1500,13,Month-to-month,DSL,No,55,Medium
0812-WUPTB,70.8500,1,Month-to-month,"Fiber optic",Yes,90,High
0813-TAXXS,77.8000,55,"Two year",DSL,No,25,Low
0815-MFZGM,99.0000,42,"Two year","Fiber optic",No,35,Low
0816-TSPHQ,20.7500,2,Month-to-month,No,No,60,Medium
0817-HSUSE,75.5000,1,Month-to-month,DSL,No,80,High
0818-OCPZO,81.4500,27,Month-to-month,"Fiber optic",Yes,60,Medium
0820-FNRNX,66.7000,17,Month-to-month,DSL,No,60,Medium
0822-GAVAP,34.7000,2,Month-to-month,DSL,Yes,75,Medium
0822-QGCXA,83.8500,27,Month-to-month,DSL,No,50,Medium
0823-HSCDJ,49.1500,52,Month-to-month,DSL,Yes,45,Medium
0824-VWDPO,96.7500,45,"One year","Fiber optic",No,50,Medium
0825-CPPQH,19.1000,71,"Two year",No,No,0,"Too low"
0827-ITJPH,18.5500,36,"Two year",No,No,0,"Too low"
0829-DDVLK,20.1000,15,"One year",No,No,25,Low
0829-XXPLX,89.4000,20,Month-to-month,"Fiber optic",No,75,Medium
0831-JNISG,19.8000,71,"Two year",No,No,0,"Too low"
0835-DUUIQ,21.0500,24,"One year",No,No,25,Low
0835-JKADZ,111.2500,71,"Two year","Fiber optic",No,35,Low
0836-SEYLU,40.6500,9,Month-to-month,DSL,Yes,60,Medium
0839-JTCUD,89.9000,66,"Two year",DSL,No,25,Low
0839-QNXME,19.4000,30,"Two year",No,No,0,"Too low"
0840-DCNZE,86.9500,47,"One year",DSL,No,40,Medium
0840-DFEZH,75.3500,7,Month-to-month,"Fiber optic",No,80,High
0841-NULXI,35.5500,1,Month-to-month,DSL,Yes,75,Medium
0842-IWYCP,44.9500,46,Month-to-month,DSL,No,45,Medium
0843-WTBXE,85.4500,53,Month-to-month,"Fiber optic",Yes,70,Medium
0847-HGRML,20.0000,62,"Two year",No,No,0,"Too low"
0848-SOMKO,48.4000,70,"Two year",DSL,No,5,"Too low"
0848-ZGQIJ,94.6500,16,Month-to-month,"Fiber optic",No,80,High
0851-DFJKB,58.9500,15,Month-to-month,DSL,No,45,Medium
0853-NWIFK,100.3000,45,"One year","Fiber optic",No,50,Medium
0853-TWRVK,105.6000,72,"Two year","Fiber optic",No,30,Low
0854-UYHZD,19.5500,13,"Two year",No,No,10,Low
0856-NAOES,60.9000,6,Month-to-month,DSL,No,75,Medium
0859-YGKFW,20.0500,18,"One year",No,No,25,Low
0862-PRCBS,103.7500,68,"Two year","Fiber optic",No,35,Low
0864-FVJNJ,113.3500,64,"One year","Fiber optic",No,45,Medium
0866-QLSIR,64.4000,34,"One year",DSL,Yes,20,Low
0867-LDTTC,75.1500,5,Month-to-month,DSL,No,80,High
0867-MKZVY,82.4000,20,Month-to-month,"Fiber optic",Yes,65,Medium
0868-VJRDR,104.0500,64,"Two year","Fiber optic",No,30,Low
0869-PAPRP,85.7000,26,Month-to-month,"Fiber optic",No,70,Medium
0870-VEMYL,53.8500,5,Month-to-month,DSL,Yes,65,Medium
0871-OPBXW,20.0500,2,Month-to-month,No,No,60,Medium
0871-URUWO,102.2500,13,Month-to-month,"Fiber optic",Yes,80,High
0872-CASZJ,69.1000,59,"One year",DSL,No,30,Low
0872-JCPIB,65.7500,17,Month-to-month,DSL,No,60,Medium
0872-NXJYS,79.5500,9,Month-to-month,"Fiber optic",Yes,80,High
0875-CABNR,84.6000,10,Month-to-month,"Fiber optic",Yes,80,High
0876-WDUUZ,85.4000,5,Month-to-month,"Fiber optic",Yes,95,High
0877-SDMBN,103.9500,54,"One year","Fiber optic",Yes,50,Medium
0880-FVFWF,86.4000,56,Month-to-month,"Fiber optic",No,65,Medium
0880-TKATG,101.1500,4,Month-to-month,"Fiber optic",Yes,100,High
0883-EIBTI,19.5000,2,Month-to-month,No,Yes,60,Medium
0885-HMGPY,69.4000,62,"Two year",DSL,No,15,Low
0886-QGENL,101.2500,27,Month-to-month,"Fiber optic",Yes,65,Medium
0887-HJGAR,45.7000,1,Month-to-month,DSL,Yes,75,Medium
0887-WBJVH,93.4500,53,"One year","Fiber optic",No,50,Medium
0895-DQHEW,104.3000,54,Month-to-month,"Fiber optic",Yes,70,Medium
0895-LMRSF,64.9000,23,"One year",DSL,No,40,Medium
0895-LNKRC,19.4500,6,"One year",No,No,45,Medium
0895-UADGO,44.5500,8,"Two year",DSL,No,25,Low
0897-FEGMU,99.5000,11,Month-to-month,"Fiber optic",Yes,90,High
0898-XCGTF,96.5000,61,"One year","Fiber optic",No,55,Medium
0899-LIIBW,100.8500,34,Month-to-month,"Fiber optic",No,70,Medium
0899-WZRSD,105.3500,56,Month-to-month,"Fiber optic",No,60,Medium
0902-RFHOF,20.1000,38,"One year",No,No,15,Low
0902-XKXPN,20.2000,69,"Two year",No,No,0,"Too low"
0906-QVPMS,115.1500,72,"Two year","Fiber optic",No,30,Low
0907-HQNTS,113.0000,70,"Two year","Fiber optic",No,30,Low
0909-SDHNU,29.8000,7,Month-to-month,DSL,No,60,Medium
0909-SELIE,80.8000,61,"Two year",DSL,No,15,Low
0913-XWSCN,85.5000,55,Month-to-month,"Fiber optic",No,70,Medium
0916-KNFAJ,69.9000,61,"Two year",DSL,No,20,Low
0916-QOFDP,95.8000,14,Month-to-month,"Fiber optic",No,80,High
0917-EZOLA,104.1500,72,"Two year","Fiber optic",Yes,40,Medium
0921-OHLVP,83.0500,22,Month-to-month,"Fiber optic",No,70,Medium
0923-PNFUB,83.7500,3,Month-to-month,"Fiber optic",Yes,90,High
0924-BJCRC,89.4500,60,Month-to-month,"Fiber optic",No,70,Medium
0925-VYDLG,75.2500,3,Month-to-month,"Fiber optic",Yes,90,High
0927-CNGRH,19.5500,1,Month-to-month,No,No,60,Medium
0927-LCSMG,74.6500,7,Month-to-month,"Fiber optic",Yes,80,High
0928-JMXNP,29.9000,4,Month-to-month,DSL,No,75,Medium
0928-XUTSN,80.5000,13,Month-to-month,"Fiber optic",No,70,Medium
0929-HYQEW,50.1500,3,Month-to-month,DSL,No,70,Medium
0929-PECLO,89.6000,63,Month-to-month,"Fiber optic",No,70,Medium
0930-EHUZA,76.3500,36,"One year",DSL,No,30,Low
0931-MHTEM,100.0500,54,"One year","Fiber optic",No,50,Medium
0932-YIXYU,20.2500,47,"Two year",No,No,0,"Too low"
0936-NQLJU,20.6500,41,"Two year",No,No,0,"Too low"
0939-EREMR,53.4500,13,Month-to-month,DSL,No,50,Medium
0939-YAPAF,100.2500,35,Month-to-month,"Fiber optic",Yes,70,Medium
0940-OUQEC,80.7000,10,Month-to-month,"Fiber optic",Yes,80,High
0942-KOWSM,80.8000,30,"Two year",DSL,No,20,Low
0943-ZQPXH,92.9500,44,Month-to-month,"Fiber optic",No,70,Medium
0945-TSONX,85.3000,47,"Two year",DSL,No,25,Low
0946-CLJTI,98.7000,58,Month-to-month,"Fiber optic",Yes,70,Medium
0946-FKYTX,30.1000,52,"One year",DSL,No,30,Low
0947-IDHRQ,80.3000,7,Month-to-month,"Fiber optic",Yes,80,High
0947-MUGVO,73.6500,20,Month-to-month,"Fiber optic",Yes,70,Medium
0952-KMEEH,98.1500,13,Month-to-month,"Fiber optic",Yes,75,Medium
0953-LGOVU,35.5000,12,Month-to-month,DSL,No,60,Medium
0956-ACVZC,94.1000,54,"One year","Fiber optic",No,55,Medium
0956-SYCWG,19.6500,13,"One year",No,No,25,Low
0958-YHXGP,69.9000,7,Month-to-month,"Fiber optic",No,80,High
0959-WHOKV,99.0000,42,"One year","Fiber optic",No,50,Medium
0960-HUWBM,104.1000,65,"Two year","Fiber optic",No,35,Low
0961-ZWLVI,109.2000,49,"One year","Fiber optic",No,50,Medium
0962-CQPWQ,20.3000,62,"Two year",No,No,0,"Too low"
0963-ZBDRN,96.2000,32,Month-to-month,"Fiber optic",Yes,65,Medium
0967-BMLBD,20.0000,11,"One year",No,No,35,Low
0968-GSIKN,70.8000,1,Month-to-month,"Fiber optic",Yes,90,High
0969-RGKCU,19.8000,37,"One year",No,No,15,Low
0970-ETWGE,89.5500,1,Month-to-month,"Fiber optic",Yes,100,High
0970-QXPXW,19.6500,1,Month-to-month,No,No,60,Medium
0971-QIFJK,24.2500,69,"Two year",No,No,0,"Too low"
0973-KYVNF,70.6500,72,"Two year",DSL,No,20,Low
0975-UYDTX,90.1000,26,"One year",DSL,No,40,Medium
0975-VOOVL,29.2000,3,Month-to-month,DSL,No,75,Medium
0979-MOZQI,39.0000,62,"Two year",DSL,No,10,Low
0979-PHULV,99.4500,69,Month-to-month,"Fiber optic",Yes,70,Medium
0980-FEXWF,50.3500,26,"One year",DSL,No,30,Low
0980-PVMRC,50.8500,40,Month-to-month,DSL,No,45,Medium
0983-TATYJ,51.4500,33,"One year",DSL,No,25,Low
0988-AADSA,80.8500,72,"Two year",DSL,No,15,Low
0988-JRWWP,54.2000,3,Month-to-month,DSL,No,75,Medium
0991-BRRFB,49.4000,18,Month-to-month,DSL,Yes,50,Medium
0993-OSGPT,60.6500,68,"One year",DSL,No,25,Low
0997-YTLNY,48.8000,19,Month-to-month,DSL,No,50,Medium
0999-QXNSA,45.7500,7,Month-to-month,DSL,No,65,Medium
1000-AJSLD,20.1000,1,Month-to-month,No,Yes,60,Medium
1004-NOZNR,94.8000,56,"One year","Fiber optic",No,50,Medium
1009-IRMNA,20.0000,7,Month-to-month,No,Yes,50,Medium
1010-DIAUQ,96.5000,5,Month-to-month,"Fiber optic",Yes,100,High
1013-QCWAM,100.8000,66,Month-to-month,"Fiber optic",No,70,Medium
1015-JPFYW,19.4500,7,"One year",No,No,35,Low
1015-OWJKI,19.0500,1,Month-to-month,No,No,60,Medium
1016-DJTSV,69.7000,8,Month-to-month,"Fiber optic",No,80,High
1017-FBQMM,106.0500,62,"One year","Fiber optic",No,50,Medium
1020-JPQOW,90.5500,56,Month-to-month,"Fiber optic",No,65,Medium
1022-RKXDR,24.8500,41,"One year",No,No,15,Low
1023-BQXZE,74.3500,57,"Two year",DSL,No,20,Low
1024-GUALD,24.8000,1,Month-to-month,DSL,Yes,75,Medium
1024-KPRBB,89.1000,38,"One year","Fiber optic",No,55,Medium
1024-VRZHF,74.9500,11,Month-to-month,"Fiber optic",Yes,80,High
1025-FALIX,69.0500,26,Month-to-month,"Fiber optic",No,60,Medium
1027-LKKQQ,80.4500,72,"Two year",DSL,No,15,Low
1028-FFNJK,101.5000,30,Month-to-month,"Fiber optic",No,65,Medium
1029-QFBEN,19.5500,1,Month-to-month,No,Yes,60,Medium
1031-IIDEO,70.8500,1,Month-to-month,"Fiber optic",Yes,90,High
1032-MAELW,78.4500,68,"One year",DSL,No,30,Low
1035-IPQPU,103.5000,63,Month-to-month,"Fiber optic",No,70,Medium
1036-GUDCL,79.0500,60,Month-to-month,DSL,No,45,Medium
1038-RQOST,20.6000,19,Month-to-month,No,No,40,Medium
1038-ZAGBI,19.8000,12,"One year",No,Yes,35,Low
1041-RXHRA,70.2500,41,Month-to-month,"Fiber optic",Yes,60,Medium
1042-HFUCW,54.7500,25,"One year",DSL,No,25,Low
1043-UXOVO,113.1500,71,"Two year","Fiber optic",No,30,Low
1043-YCUTE,25.1500,56,"Two year",No,Yes,0,"Too low"
1045-LTCYT,21.0500,8,Month-to-month,No,No,50,Medium
1047-NNCBF,70.5500,20,Month-to-month,"Fiber optic",No,70,Medium
1047-RNXZV,19.5500,43,"Two year",No,No,0,"Too low"
1049-FYSYG,35.6500,17,Month-to-month,DSL,No,55,Medium
1051-EQPZR,19.6000,44,Month-to-month,No,No,30,Low
1051-GEJLJ,19.5000,2,Month-to-month,No,No,60,Medium
1052-QJIBV,19.9000,71,"Two year",No,No,0,"Too low"
1053-MXTTK,108.6500,72,"Two year","Fiber optic",No,30,Low
1057-FOGLZ,19.6500,18,Month-to-month,No,No,40,Medium
1060-ENTOF,105.4000,67,"One year","Fiber optic",No,45,Medium
1061-PNTHC,109.6000,56,Month-to-month,"Fiber optic",No,60,Medium
1062-LHZOD,69.9000,1,Month-to-month,"Fiber optic",Yes,90,High
1063-DHQJF,92.1500,69,"Two year","Fiber optic",No,35,Low
1064-FBXNK,19.8500,1,"One year",No,No,45,Medium
1066-JKSGK,20.1500,1,Month-to-month,No,Yes,60,Medium
1069-QJOEE,19.9000,25,"One year",No,No,15,Low
1069-XAIEM,85.0500,1,Month-to-month,"Fiber optic",Yes,100,High
1073-XXCZD,25.7000,55,"Two year",No,No,0,"Too low"
1074-AMIOH,108.2500,53,Month-to-month,"Fiber optic",No,65,Medium
1074-WVEVG,20.3500,59,"One year",No,No,15,Low
1075-BGWOH,98.7500,16,Month-to-month,"Fiber optic",Yes,80,High
1077-HUUJM,71.0500,7,Month-to-month,"Fiber optic",No,80,High
1078-TDCRN,30.7500,3,Month-to-month,DSL,No,75,Medium
1080-BWSYE,25.6500,64,"Two year",No,No,0,"Too low"
1084-MNSMJ,85.5000,51,"Two year",DSL,No,25,Low
1084-UQCHV,69.7500,1,Month-to-month,"Fiber optic",Yes,90,High
1085-LDWAM,20.3500,69,"One year",No,No,15,Low
1086-LXKFY,69.1000,1,Month-to-month,"Fiber optic",Yes,90,High
1087-GRUYI,20.4000,38,"Two year",No,No,0,"Too low"
1087-UDSIH,19.6000,3,Month-to-month,No,Yes,60,Medium
1088-AUUZZ,75.8500,56,"Two year",DSL,No,15,Low
1088-CNNKB,80.0000,63,"One year",DSL,No,30,Low
1089-HDMKP,54.5500,11,Month-to-month,DSL,No,60,Medium
1089-XZWHH,19.7000,24,"Two year",No,No,10,Low
1090-ESELR,105.5000,72,"Two year","Fiber optic",No,30,Low
1090-PYKCI,105.1000,69,"One year","Fiber optic",No,45,Medium
1091-SOZGA,99.8000,56,"One year","Fiber optic",No,55,Medium
1092-GANHU,76.6500,17,Month-to-month,"Fiber optic",Yes,70,Medium
1092-WPIVQ,25.1000,18,"Two year",No,No,10,Low
1093-YSWCA,19.5500,11,"Two year",No,No,20,Low
1094-BKOSX,51.0000,45,"One year",DSL,No,25,Low
1095-JUDTC,95.0500,47,Month-to-month,"Fiber optic",Yes,65,Medium
1095-WGNGG,101.0500,61,"Two year","Fiber optic",No,40,Medium
1096-ADRUX,74.2500,66,"One year","Fiber optic",No,45,Medium
1097-FSPVW,54.5500,42,Month-to-month,DSL,No,40,Medium
1098-KFQEC,19.4000,55,"Two year",No,No,0,"Too low"
1098-TDVUQ,19.2500,1,Month-to-month,No,No,60,Medium
1099-BTKWT,54.4000,68,"One year",DSL,No,25,Low
1099-GODLO,20.3500,1,"Two year",No,No,30,Low
1100-DDVRV,49.8000,17,Month-to-month,DSL,No,55,Medium
1101-SSWAG,51.1000,15,Month-to-month,DSL,No,55,Medium
1104-FEJAM,64.4000,28,Month-to-month,DSL,No,45,Medium
1104-TNLZA,105.8000,28,Month-to-month,"Fiber optic",No,65,Medium
1106-HRLKZ,19.6000,40,"Two year",No,No,0,"Too low"
1110-KYLGQ,108.2500,63,Month-to-month,"Fiber optic",No,65,Medium
1112-CUNAO,89.8500,15,Month-to-month,"Fiber optic",Yes,80,High
1113-IUJYX,105.9500,14,"One year","Fiber optic",Yes,55,Medium
1114-CENIM,55.0000,54,Month-to-month,DSL,Yes,45,Medium
1116-DXXDF,100.4500,39,"Two year","Fiber optic",No,35,Low
1116-FRYVH,39.4000,48,"Two year",DSL,No,5,"Too low"
1120-BMWUB,53.9000,16,Month-to-month,DSL,Yes,50,Medium
1121-QSIVB,77.5500,44,"One year",DSL,No,40,Medium
1122-JWTJW,70.6500,1,Month-to-month,"Fiber optic",Yes,90,High
1122-YJBCS,53.6500,69,"One year",DSL,No,25,Low
1125-SNVCK,43.8000,49,Month-to-month,DSL,No,45,Medium
1131-ALZWV,24.6000,24,"One year",No,No,25,Low
1131-QQZEB,23.9500,71,"Two year",No,No,0,"Too low"
1131-SUEKT,98.4500,61,"One year","Fiber optic",No,50,Medium
1133-KXCGE,20.1000,18,"One year",No,No,25,Low
1134-YWTYF,53.8000,27,Month-to-month,DSL,No,40,Medium
1135-HIORI,111.4500,64,"One year","Fiber optic",No,50,Medium
1135-LMECX,19.8500,1,Month-to-month,No,No,60,Medium
1136-XGEQU,84.1500,50,"One year",DSL,No,35,Low
1137-DGOWI,70.2500,30,"One year",DSL,No,35,Low
1139-WUOAH,53.3500,57,"Two year",DSL,No,10,Low
1140-UKVZG,24.8000,17,Month-to-month,No,No,40,Medium
1142-IHLOO,87.5500,51,"One year","Fiber optic",No,55,Medium
1142-WACZW,29.8500,2,Month-to-month,DSL,Yes,70,Medium
1143-NMNQJ,85.7000,2,Month-to-month,"Fiber optic",Yes,100,High
1150-FTQGN,94.1500,60,"One year","Fiber optic",No,50,Medium
1150-WFARN,108.7500,67,"Two year","Fiber optic",Yes,30,Low
